Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,People_Tested,People_Hospitalized,Mortality_Rate,UID,ISO3,Testing_Rate,Hospitalization_Rate,Cases_28_Days,Deaths_28_Days
Kansas,US,2022-03-11 21:31:03,38.5266,-96.7265,769401,8007,,,20,26409.820568603314,2255720,,1.0406796975829251,84000020,USA,77427.97377831569,,19442,283
Kentucky,US,2022-03-11 21:31:03,37.6681,-84.6701,1288706,14097,,,21,28845.128101362843,9604863,,1.0938879775526769,84000021,USA,214985.8102864735,,61068,843
Louisiana,US,2022-03-11 21:31:03,31.1695,-91.8678,1166002,16887,,,22,25081.816918538443,12825810,,1.4482822499446828,84000022,USA,275895.4257813962,,19212,724
Maine,US,2022-03-11 21:31:03,44.6939,-69.3819,232011,2142,,,23,17260.00065465864,3898818,,0.9232320881337522,84000023,USA,290044.8738740615,,47144,318
Maryland,US,2022-03-11 21:31:03,39.0639,-76.8021,1005716,14237,,,24,16635.283375898158,19099624,,1.4156083824857115,84000024,USA,315921.84832806233,,15085,365
Massachusetts,US,2022-03-11 21:31:03,42.2302,-71.5301,1679921,23732,,,25,24373.16313101351,41400547,,1.4126854774718574,84000025,USA,600660.5582906529,,34112,995
Michigan,US,2022-03-11 21:31:03,43.3266,-84.5361,2371788,35188,,,26,23749.09343349965,22964358,,1.4836064606111508,84000026,USA,229945.7977619986,,52982,1849
Minnesota,US,2022-03-11 21:31:03,45.6945,-93.9002,1421869,12464,,,27,25212.088306471058,16021953,,0.8765927100175895,84000027,USA,284095.7175929209,,37757,534
Mississippi,US,2022-03-11 21:31:03,32.7416,-89.6787,792560,12255,,,28,26630.387121074917,3526678,,1.5462551731099223,84000028,USA,118498.03218857654,,17784,739
Missouri,US,2022-03-11 21:31:03,38.4561,-92.2884,1408095,19546,,,29,22942.753870187968,9709897,,1.3881165688394603,84000029,USA,158207.91706232642,,29448,1336
Montana,US,2022-03-11 21:31:03,46.9219,-110.4544,271641,3223,,,30,25416.035883972163,2735931,,1.1864924661593794,84000030,USA,255986.8373039116,,16179,160
Nebraska,US,2022-03-11 21:31:03,41.1254,-98.2681,476844,4025,,,31,24650.64247046125,5328918,,0.8440915687310735,84000031,USA,275480.56046087487,,26759,216
Nevada,US,2022-03-11 21:31:03,38.3135,-117.0554,687506,9894,,,32,22320.49285815394,5821076,,1.439114713180685,84000032,USA,188986.4019874318,,15210,584
New Hampshire,US,2022-03-11 21:31:03,43.4525,-71.5639,299999,2414,,,33,22063.438480677145,,,0.8046693488978297,84000033,USA,,,12979,126
New Jersey,US,2022-03-11 21:31:03,40.2989,-74.521,2180216,33087,,,34,24545.928425309525,17689670,,1.5176019256807582,84000034,USA,199158.8786098924,,39397,807
New Mexico,US,2022-03-11 21:31:03,34.8405,-106.2485,514901,7040,,,35,24556.175062439517,6666692,,1.3672531224448972,84000035,USA,317941.6156491541,,15509,411
New York,US,2022-03-11 21:31:03,42.1657,-74.9481,4944777,67643,,,36,25418.36427788208,102016890,,1.3679686667366395,84000036,USA,524412.4199163329,,69000,1343
North Carolina,US,2022-03-11 21:31:03,35.6301,-79.8064,2606754,22892,,,37,24854.43480429791,22434210,,0.8781802962611739,84000037,USA,213901.89094595352,,88559,1312
North Dakota,US,2022-03-11 21:31:03,47.5289,-99.784,239125,2223,,,38,31378.68047481701,2263051,,0.929639309984318,84000038,USA,296964.1577719398,,5505,30
Northern Mariana Islands,US,2022-03-11 21:31:03,15.0979,145.6739,10326,30,,,69,18725.51864210068,17542,,0.2905287623474724,580,MNP,31811.25779776585,,3542,7
Ohio,US,2022-03-11 21:31:03,40.3888,-82.7649,2663019,37410,,,39,22782.070475913457,21807102,,1.4047965861302532,84000039,USA,186559.29027897786,,36874,489
Oklahoma,US,2022-03-11 21:31:03,35.5653,-96.9289,1026650,15053,,,40,25945.35062298915,5503034,,1.4662251010568352,84000040,USA,139071.88099179903,,23492,1223
Oregon,US,2022-03-11 21:31:03,44.572,-122.0709,698982,6854,,,41,16572.44157234081,10614173,,0.9805688844634054,84000041,USA,251655.63903107282,,27059,510
Pennsylvania,US,2022-03-11 21:31:03,40.5908,-77.2098,2768513,43808,,,42,21625.64738963609,24499236,,1.582365695953026,84000042,USA,191370.54406155169,,54172,1732
Puerto Rico,US,2022-03-11 21:31:03,18.2208,-66.5901,476023,4148,,,72,14905.09109513936,3869021,,0.8713864666203104,630,PRI,121145.63887460726,,8501,152
Rhode Island,US,2022-03-11 21:31:03,41.6809,-71.5118,357802,3421,,,44,33775.26641060035,7531246,,0.9561153934298858,84000044,USA,710923.4717910136,,6313,46
South Carolina,US,2022-03-11 21:31:03,33.8569,-80.945,1465127,17372,,,45,28456.173716388214,12682496,,1.1856992602006515,84000045,USA,246323.56739954872,,33523,1195
South Dakota,US,2022-03-11 21:31:03,44.2998,-99.4388,236602,2853,,,46,26744.994398971812,1286305,,1.205822435989552,84000046,USA,145401.22239190468,,4506,142
Tennessee,US,2022-03-11 21:31:03,35.7478,-86.6923,2014649,24804,,,47,29500.62481934125,12590656,,1.2311822059326465,84000047,USA,184365.72270672853,,49177,1552
Texas,US,2022-03-11 21:31:03,31.0545,-97.5635,6667207,86298,,,48,22993.634854550553,46554743,,1.294365091709317,84000048,USA,160556.40109710756,,175053,4542
Utah,US,2022-03-11 21:31:03,40.15,-111.8624,925519,4539,,,49,28868.718804176475,5880298,,0.4904275330922434,84000049,USA,183417.81146228366,,16166,268
Vermont,US,2022-03-11 21:31:03,44.0459,-72.7107,113948,608,,,50,18261.219348418,3407532,,0.5335767192052515,84000050,USA,546088.4727134614,,5185,43
Virgin Islands,US,2022-03-11 21:31:03,18.3358,-64.8963,15556,109,,,78,14501.995003169632,339720,,0.7006942658781178,850,VIR,316702.09195659467,,299,4
Virginia,US,2022-03-11 21:31:03,37.7693,-78.17,1653212,19212,,,51,19368.61718660576,12919693,,1.1621014122810625,84000051,USA,151363.88308666408,,53538,1772
Washington,US,2022-03-11 21:31:03,47.4009,-121.4905,1434783,12133,,,53,18841.80119142843,9958651,,0.8456331027061235,84000053,USA,130778.60713210286,,43757,939
West Virginia,US,2022-03-11 21:31:03,38.4912,-80.9545,494875,6550,,,54,27613.527238558,5893995,,1.323566557211417,84000054,USA,328878.9926272789,,23599,578
Wisconsin,US,2022-03-11 21:31:03,44.2685,-89.6165,1577659,13713,,,55,27096.210966066767,,,0.8691992376045774,84000055,USA,,,26052,819
Wyoming,US,2022-03-11 21:31:03,42.756,-107.3025,155686,1749,,,56,26899.970454023172,1375541,,1.1234150790694089,84000056,USA,237670.77488211845,,3480,82
Cherkasy Oblast,Ukraine,2022-03-11 21:31:03,49.4444,32.0598,163768,2973,,,,13575.48507855508,,,1.8153729666357288,80401,UKR,,,15353,128
Chernihiv Oblast,Ukraine,2022-03-11 21:31:03,51.4982,31.2893,126202,2751,,,,12548.111101720615,,,2.179838671336429,80402,UKR,,,12236,104
Chernivtsi Oblast,Ukraine,2022-03-11 21:31:03,48.2917,25.9352,150465,3290,,,,16637.47520384266,,,2.186555012793673,80403,UKR,,,6502,82
Crimea Republic*,Ukraine,2022-03-11 21:31:03,45.2835,34.2008,157596,4866,,,,8235.013175832966,,,3.087641818320262,80404,UKR,,,16395,82
Dnipropetrovsk Oblast,Ukraine,2022-03-11 21:31:03,48.4647,35.0462,303551,9454,,,,9466.807340267838,,,3.11446840893293,80405,UKR,,,28892,205
Donetsk Oblast,Ukraine,2022-03-11 21:31:03,48.0159,37.8028,216052,5607,,,,5186.201016298754,,,2.595208560902005,80406,UKR,,,20176,204
Ivano-Frankivsk Oblast,Ukraine,2022-03-11 21:31:03,48.9226,24.7111,181629,3476,,,,13226.195920340913,,,1.9137912998474915,80407,UKR,,,6929,113
Kharkiv Oblast,Ukraine,2022-03-11 21:31:03,49.9935,36.2304,305661,6858,,,,11424.02558231842,,,2.243662096243878,80408,UKR,,,20128,169
Kherson Oblast,Ukraine,2022-03-11 21:31:03,46.6354,32.6169,107686,2881,,,,10377.97309278748,,,2.675370986014895,80409,UKR,,,13130,77
Khmelnytskyi Oblast,Ukraine,2022-03-11 21:31:03,49.423,26.9871,201270,3703,,,,15914.383196081299,,,1.839817161027476,80410,UKR,,,15470,140
Kiev,Ukraine,2022-03-11 21:31:03,50.4501,30.5234,445098,8966,,,,15083.977226514844,,,2.0143878426773427,80411,UKR,,,51137,313
Kiev Oblast,Ukraine,2022-03-11 21:31:03,50.053,30.7667,226220,5019,,,,12795.683111417808,,,2.218636725311644,80412,UKR,,,15211,135
Kirovohrad Oblast,Ukraine,2022-03-11 21:31:03,48.5079,32.2623,45117,1741,,,,4771.513692045573,,,3.858855863643416,80413,UKR,,,5838,61
Luhansk Oblast,Ukraine,2022-03-11 21:31:03,48.574,39.3078,80033,2392,,,,3719.294201734057,,,2.9887671335574075,80414,UKR,,,8290,77
Lviv Oblast,Ukraine,2022-03-11 21:31:03,49.8397,24.0297,303357,6569,,,,12028.329661013924,,,2.165435444047772,80415,UKR,,,16538,214
Mykolaiv Oblast,Ukraine,2022-03-11 21:31:03,46.975,31.9946,146174,3530,,,,5795.907329875525,,,2.414930151736971,80416,UKR,,,14996,95
Odessa Oblast,Ukraine,2022-03-11 21:31:03,46.4846,30.7326,325462,5917,,,,13673.104488998904,,,1.8180309836478603,80417,UKR,,,31446,133
Poltava Oblast,Ukraine,2022-03-11 21:31:03,49.5883,34.5514,179994,4181,,,,12852.684051215369,,,2.3228552062846544,80418,UKR,,,16700,152
Rivne Oblast,Ukraine,2022-03-11 21:31:03,50.6199,26.2516,171031,2530,,,,14778.437070390502,,,1.4792639930772784,80419,UKR,,,10205,84
Sevastopol*,Ukraine,2022-03-11 21:31:03,44.6054,33.522,73298,2088,,,,16537.946937237568,,,2.848645256350787,80420,UKR,,,10626,81
Sumy Oblast,Ukraine,2022-03-11 21:31:03,50.9077,34.7981,182268,3208,,,,16854.53728345561,,,1.7600456470691508,80421,UKR,,,14143,139
Ternopil Oblast,Ukraine,2022-03-11 21:31:03,49.5535,25.5948,146363,2391,,,,13994.257461905248,,,1.6336095871224283,80422,UKR,,,7651,80
Vinnytsia Oblast,Ukraine,2022-03-11 21:31:03,49.2331,28.4682,149845,3546,,,,9603.023338977207,,,2.3664453268377317,80423,UKR,,,7744,135
Volyn Oblast,Ukraine,2022-03-11 21:31:03,50.7472,25.3254,132045,2394,,,,12753.90455217177,,,1.8130182892195843,80424,UKR,,,11591,88
Zakarpattia Oblast,Ukraine,2022-03-11 21:31:03,48.6208,22.2879,112462,2724,,,,8948.267109695878,,,2.4221514822784584,80425,UKR,,,6142,108
Zaporizhia Oblast,Ukraine,2022-03-11 21:31:03,47.8388,35.1396,215070,5866,,,,12607.894311059212,,,2.727484074952341,80426,UKR,,,16438,190
Zhytomyr Oblast,Ukraine,2022-03-11 21:31:03,50.2547,28.6587,192801,3538,,,,15800.861011331814,,,1.8350527227555875,80427,UKR,,,14997,112
Anguilla,United Kingdom,2022-03-11 21:31:03,18.2206,-63.0686,2574,9,,,,17157.712305025998,,,0.34965034965034963,660,AIA,,,116,0
Bermuda,United Kingdom,2022-03-11 21:31:03,32.3078,-64.7505,11850,124,,,,19029.113741107703,,,1.0464135021097047,60,BMU,,,704,4
British Virgin Islands,United Kingdom,2022-03-11 21:31:03,18.4207,-64.64,6091,62,,,,20144.194199159967,,,1.0178952552946972,92,VGB,,,163,4
Cayman Islands,United Kingdom,2022-03-11 21:31:03,19.3133,-81.2546,19811,18,,,,30144.552647595865,,,0.09085861390136793,136,CYM,,,2124,2
Channel Islands,United Kingdom,2022-03-11 21:31:03,49.3723,-2.3644,0,0,,,,0.0,,,,8261,GBR,,,0,0
England,United Kingdom,2022-03-11 21:31:03,52.3555,-1.1743,16481364,141478,,,,29442.9946478209,,,0.8584119615342517,82601,GBR,,,924332,2757
Falkland Islands (Malvinas),United Kingdom,2022-03-11 21:31:03,-51.7963,-59.5236,118,0,,,,3387.8840080390473,,,0.0,238,FLK,,,25,0
Gibraltar,United Kingdom,2022-03-11 21:31:03,36.1408,-5.3536,15938,101,,,,47306.402303285744,,,0.6337056092357887,292,GIB,,,1753,0
Guernsey,United Kingdom,2022-03-11 21:31:03,49.448196,-2.58949,15630,31,,,,24809.52380952381,,,0.19833653230966086,831,GGY,,,3424,0
Isle of Man,United Kingdom,2022-03-11 21:31:03,54.2361,-4.5481,24169,81,,,,28423.417066516136,,,0.33514005544292275,833,IMN,,,2117,4
Jersey,United Kingdom,2022-03-11 21:31:03,49.2138,-2.1358,40460,115,,,,37017.38334858188,,,0.2842313395946614,832,JEY,,,6666,9
Montserrat,United Kingdom,2022-03-11 21:31:03,16.742498,-62.187366,166,2,,,,3320.664132826565,,,1.2048192771084338,500,MSR,,,3,0
Northern Ireland,United Kingdom,2022-03-11 21:31:03,54.7877,-6.4923,649064,3246,,,,34495.3231292517,,,0.5001047662480125,82602,GBR,,,66107,100
"Saint Helena, Ascension and Tristan da Cunha",United Kingdom,2022-03-11 21:31:03,-7.9467,-14.3559,4,0,,,,70.65889418830595,,,0.0,654,SHN,,,0,0
Scotland,United Kingdom,2022-03-11 21:31:03,56.4907,-4.2026,1574047,10969,,,,28811.286218951915,,,0.6968661037440432,82603,GBR,,,277775,462
Turks and Caicos Islands,United Kingdom,2022-03-11 21:31:03,21.694000000000006,-71.7979,5874,36,,,,15171.238183790483,,,0.6128702757916241,796,TCA,,,68,1
Unknown,United Kingdom,2022-03-11 21:31:03,,,0,0,,,,,,,,82605,GBR,,,0,0
Wales,United Kingdom,2022-03-11 21:31:03,52.1307,-3.7837,826010,7045,,,,26317.784999681382,,,0.8528952433989904,82604,GBR,,,27563,147
